order_id,customer_id,salesperson_id,place_id,order_date,shipping_date
12401,397,326,496,2025-10-01,2025-10-03
12402,229,347,408,2022-09-15,2022-09-23
12403,31,346,238,2021-06-24,2021-06-30
12404,57,345,300,2025-07-02,2025-07-07
12405,164,325,334,2020-05-04,2020-05-08
12406,854,348,382,2023-04-25,2023-05-03
12407,624,302,372,2025-09-04,2025-09-07
12408,384,321,490,2022-08-10,2022-08-14
12409,502,326,410,2020-01-01,2020-01-09
12410,842,345,259,2025-03-29,2025-04-06
12411,196,316,247,2021-09-30,2021-10-03
12412,299,317,401,2023-01-06,2023-01-11
12413,832,339,218,2022-12-28,2022-12-30
12414,962,314,316,2021-03-11,2021-03-13
12415,910,348,349,2025-02-16,2025-02-25
12416,530,305,302,2025-04-30,2025-05-03
12417,872,342,364,2022-07-07,2022-07-13
12418,306,335,249,2022-07-06,2022-07-10
12419,953,314,338,2019-11-16,2019-11-22
12420,414,328,403,2019-11-09,2019-11-15
12421,701,320,231,2020-11-09,2020-11-10
12422,254,331,281,2024-09-19,2024-09-20
12423,328,326,367,2022-08-29,2022-09-05
12424,553,350,476,2020-05-10,2020-05-13
12425,286,318,420,2025-02-27,2025-03-03
12426,429,316,469,2019-12-22,2019-12-29
12427,99,305,411,2021-06-15,2021-06-17
12428,530,340,238,2021-10-09,2021-10-19
12429,212,321,481,2020-03-04,2020-03-07
12430,180,323,255,2021-07-02,2021-07-04
12431,207,346,265,2023-01-31,2023-02-01
12432,319,303,328,2022-04-19,2022-04-29
12433,896,311,464,2022-02-25,2022-03-07
12434,190,336,235,2020-10-10,2020-10-13
12435,652,328,218,2021-08-15,2021-08-20
12436,263,316,381,2025-09-23,2025-10-01
12437,949,328,392,2021-12-07,2021-12-08
12438,458,350,358,2024-12-21,2024-12-24
12439,736,350,462,2020-05-30,2020-06-03
12440,577,308,239,2021-06-03,2021-06-06
12441,768,340,280,2020-12-16,2020-12-25
12442,791,350,385,2022-03-25,2022-04-04
12443,834,349,351,2022-02-07,2022-02-09
12444,246,327,267,2020-01-17,2020-01-22
12445,555,312,426,2024-03-17,2024-03-25
12446,418,340,252,2022-11-01,2022-11-08
12447,582,335,434,2020-11-01,2020-11-10
12448,832,306,228,2023-10-14,2023-10-17
12449,305,347,484,2023-06-05,2023-06-06
12450,295,303,257,2024-04-01,2024-04-10
12451,166,320,412,2021-01-02,2021-01-10
12452,494,331,408,2022-09-12,2022-09-17
12453,804,325,240,2024-07-31,2024-08-01
12454,980,330,201,2024-09-04,2024-09-10
12455,598,350,465,2025-01-25,2025-02-01
12456,177,331,472,2023-10-01,2023-10-07
12457,679,323,255,2024-04-23,2024-05-01
12458,152,336,451,2022-05-04,2022-05-09
12459,671,329,326,2021-09-08,2021-09-13
12460,705,350,385,2024-07-29,2024-08-02
12461,372,347,450,2023-08-30,2023-09-08
12462,680,318,491,2024-01-31,2024-02-08
12463,176,312,400,2021-12-07,2021-12-11
12464,190,331,367,2020-04-26,2020-04-28
12465,485,335,487,2021-12-11,2021-12-12
12466,347,304,473,2024-06-17,2024-06-24
12467,94,334,393,2020-03-26,2020-03-30
12468,254,333,209,2023-06-24,2023-06-29
12469,391,305,434,2021-02-01,2021-02-03
12470,337,318,284,2023-10-30,2023-11-05
12471,401,320,229,2021-06-20,2021-06-25
12472,965,332,212,2020-07-06,2020-07-10
12473,963,309,496,2024-09-27,2024-10-05
12474,346,302,436,2024-06-04,2024-06-11
12475,665,337,481,2024-11-20,2024-11-26
12476,516,329,247,2022-03-18,2022-03-23
12477,795,343,394,2024-10-31,2024-11-04
12478,578,339,230,2021-12-05,2021-12-06
12479,490,320,217,2020-05-25,2020-05-29
12480,766,325,417,2024-08-27,2024-09-02
12481,312,326,493,2019-12-10,2019-12-13
12482,898,327,499,2024-03-11,2024-03-16
12483,40,324,500,2025-07-02,2025-07-06
12484,981,339,392,2022-12-05,2022-12-14
12485,872,306,325,2020-09-08,2020-09-16
12486,640,336,329,2021-02-17,2021-02-18
12487,690,326,332,2020-06-21,2020-06-22
12488,331,343,456,2024-12-10,2024-12-16
12489,370,344,375,2025-06-07,2025-06-15
12490,206,313,477,2022-09-10,2022-09-16
12491,620,309,482,2020-03-23,2020-03-30
12492,618,334,202,2023-12-13,2023-12-21
12493,472,303,445,2021-05-21,2021-05-23
12494,332,302,381,2022-11-14,2022-11-19
12495,368,318,420,2025-08-31,2025-09-03
12496,577,315,310,2025-02-09,2025-02-15
12497,420,309,291,2024-10-27,2024-10-31
12498,169,330,316,2024-01-08,2024-01-16
12499,791,309,363,2024-12-29,2025-01-04
12500,796,303,264,2020-08-09,2020-08-10
12501,364,346,297,2020-12-23,2020-12-31
12502,473,311,459,2024-11-08,2024-11-16
12503,663,339,459,2023-12-09,2023-12-17
12504,339,328,242,2021-03-11,2021-03-15
12505,276,301,292,2025-04-14,2025-04-19
12506,328,330,220,2024-09-23,2024-09-30
12507,607,313,335,2020-10-10,2020-10-11
12508,565,328,321,2024-06-04,2024-06-11
12509,284,305,308,2020-10-20,2020-10-22
12510,532,317,459,2022-06-12,2022-06-13
12511,665,324,409,2020-08-20,2020-08-23
12512,176,325,423,2019-12-19,2019-12-26
12513,82,349,294,2025-06-26,2025-06-30
12514,605,319,394,2021-03-05,2021-03-10
12515,301,339,401,2023-06-14,2023-06-20
12516,177,323,431,2020-11-28,2020-11-30
12517,992,309,367,2020-12-22,2020-12-26
12518,344,306,228,2021-09-22,2021-09-26
12519,816,331,450,2020-12-20,2020-12-24
12520,426,309,213,2024-07-14,2024-07-22
12521,487,314,361,2020-10-12,2020-10-22
12522,745,314,316,2024-10-03,2024-10-06
12523,430,311,401,2021-03-27,2021-04-06
12524,186,331,249,2023-10-30,2023-11-03
12525,65,350,418,2024-12-26,2024-12-29
12526,82,334,328,2024-06-12,2024-06-19
12527,307,321,301,2023-04-02,2023-04-07
12528,191,302,429,2022-12-14,2022-12-20
12529,900,302,247,2020-01-29,2020-02-01
12530,548,325,397,2022-07-23,2022-07-29
12531,810,324,310,2022-03-24,2022-03-29
12532,973,310,303,2025-04-18,2025-04-21
12533,385,339,234,2024-02-23,2024-03-02
12534,657,322,384,2024-03-07,2024-03-17
12535,39,301,388,2025-10-21,2025-10-22
12536,901,330,490,2023-10-03,2023-10-04
12537,285,309,302,2024-05-09,2024-05-16
12538,18,319,500,2023-08-27,2023-08-28
12539,763,321,201,2022-02-10,2022-02-11
12540,619,344,253,2021-03-05,2021-03-13
12541,355,341,493,2024-03-07,2024-03-13
12542,354,317,317,2025-06-12,2025-06-22
12543,444,350,418,2021-09-22,2021-09-30
12544,889,301,243,2021-08-02,2021-08-08
12545,656,315,307,2024-07-24,2024-07-25
12546,573,314,470,2019-12-15,2019-12-22
12547,141,350,476,2025-09-24,2025-09-26
12548,874,330,380,2023-07-23,2023-07-30
12549,117,345,342,2023-01-25,2023-01-27
12550,962,316,453,2021-11-14,2021-11-20
12551,969,335,367,2025-03-24,2025-03-28
12552,60,332,468,2023-12-09,2023-12-10
12553,499,305,411,2021-10-14,2021-10-16
12554,259,316,247,2019-12-09,2019-12-15
12555,885,310,403,2021-11-30,2021-12-05
12556,615,335,472,2025-10-14,2025-10-17
12557,913,342,373,2023-01-09,2023-01-11
12558,232,303,447,2025-06-18,2025-06-24
12559,671,311,303,2025-06-10,2025-06-19
12560,290,349,345,2022-02-06,2022-02-08
12561,396,314,436,2021-07-10,2021-07-16
12562,309,341,384,2021-08-23,2021-08-31
12563,998,318,325,2021-06-23,2021-06-29
12564,819,301,292,2025-01-26,2025-02-03
12565,477,348,251,2020-05-21,2020-05-23
12566,674,303,393,2023-04-27,2023-05-07
12567,941,331,457,2021-08-26,2021-08-28
12568,225,305,484,2021-11-24,2021-12-01
12569,527,330,395,2024-03-30,2024-04-08
12570,260,350,385,2021-05-24,2021-05-26
12571,715,338,390,2025-07-23,2025-07-26
12572,186,330,330,2024-11-10,2024-11-11
12573,752,350,462,2023-10-03,2023-10-13
12574,843,333,344,2024-06-06,2024-06-15
12575,798,310,230,2024-10-11,2024-10-15
12576,42,347,482,2025-01-10,2025-01-18
12577,908,319,224,2020-01-11,2020-01-13
12578,119,318,407,2020-01-14,2020-01-24
12579,150,350,358,2020-08-05,2020-08-14
12580,753,309,454,2022-04-01,2022-04-06
12581,560,337,316,2023-09-12,2023-09-14
12582,121,324,224,2019-11-11,2019-11-12
12583,194,309,411,2024-01-31,2024-02-06
12584,279,325,338,2020-10-30,2020-11-08
12585,779,333,401,2021-02-14,2021-02-20
12586,601,341,332,2020-06-07,2020-06-13
12587,711,343,246,2022-12-23,2022-12-27
12588,984,321,280,2021-03-13,2021-03-19
12589,656,345,475,2020-10-03,2020-10-11
12590,125,341,440,2025-04-25,2025-04-29
12591,883,339,344,2020-08-11,2020-08-14
12592,753,333,401,2025-01-18,2025-01-26
12593,670,302,252,2023-02-27,2023-03-07
12594,968,306,407,2023-01-21,2023-01-30
12595,477,321,269,2020-06-25,2020-06-30
12596,987,344,478,2025-10-02,2025-10-10
12597,255,308,492,2024-06-16,2024-06-24
12598,111,342,364,2019-11-21,2019-11-27
12599,418,328,403,2024-04-14,2024-04-18
12600,620,326,457,2024-04-27,2024-05-03
12601,969,333,234,2020-12-17,2020-12-18
12602,115,309,390,2021-03-21,2021-03-30
12603,146,326,496,2024-03-27,2024-03-28
12604,408,312,283,2024-06-12,2024-06-14
12605,156,324,355,2020-05-03,2020-05-09
12606,16,323,386,2022-03-09,2022-03-15
12607,75,324,394,2020-08-11,2020-08-17
12608,69,327,315,2020-07-31,2020-08-03
12609,103,305,308,2024-02-17,2024-02-25
12610,631,339,344,2023-02-22,2023-02-24
12611,604,336,299,2023-10-01,2023-10-04
12612,487,311,230,2023-06-15,2023-06-25
12613,711,349,294,2024-07-30,2024-08-03
12614,230,309,245,2022-05-03,2022-05-13
12615,357,318,491,2023-01-03,2023-01-06
12616,835,350,439,2021-12-03,2021-12-07
12617,276,343,460,2022-12-12,2022-12-13
12618,576,323,356,2023-10-31,2023-11-03
12619,670,335,454,2020-12-25,2020-12-27
12620,827,345,300,2025-09-16,2025-09-24
12621,110,327,267,2025-03-12,2025-03-19
12622,822,301,241,2024-05-12,2024-05-18
12623,752,350,465,2021-02-18,2021-02-25
12624,137,317,344,2021-09-06,2021-09-08
12625,851,311,230,2021-03-07,2021-03-16
12626,705,342,231,2021-05-21,2021-05-27
12627,562,346,297,2022-02-03,2022-02-13
12628,429,348,318,2022-12-14,2022-12-20
12629,84,338,340,2024-05-02,2024-05-11
12630,414,308,303,2023-09-05,2023-09-08
12631,811,314,422,2022-04-23,2022-04-28
12632,2,318,491,2020-05-18,2020-05-22
12633,436,309,493,2021-06-02,2021-06-12
12634,905,343,456,2025-05-04,2025-05-09
12635,688,319,263,2024-08-04,2024-08-05
12636,644,340,467,2023-09-06,2023-09-11
12637,681,348,339,2020-11-16,2020-11-24
12638,303,316,233,2023-02-18,2023-02-27
12639,940,350,439,2020-12-31,2021-01-10
12640,31,310,296,2022-05-10,2022-05-11
12641,286,328,230,2022-06-18,2022-06-19
12642,421,346,381,2025-10-13,2025-10-15
12643,672,343,425,2020-03-25,2020-03-26
12644,64,324,460,2022-10-21,2022-10-25
12645,187,341,249,2024-06-23,2024-06-24
12646,574,316,330,2022-10-11,2022-10-19
12647,462,346,397,2024-04-18,2024-04-20
12648,346,324,394,2021-05-13,2021-05-21
12649,914,345,337,2020-02-26,2020-03-02
12650,401,304,355,2025-05-11,2025-05-18
12651,844,308,392,2019-12-28,2020-01-07
12652,903,305,285,2025-05-05,2025-05-15
12653,149,312,426,2020-09-03,2020-09-10
12654,999,319,214,2024-07-30,2024-08-06
12655,878,304,306,2023-05-12,2023-05-18
12656,989,310,321,2021-11-27,2021-12-01
12657,933,305,411,2025-04-03,2025-04-13
12658,689,312,237,2021-06-26,2021-06-27
12659,972,337,369,2022-02-11,2022-02-14
12660,325,314,380,2024-06-11,2024-06-15
12661,4,341,363,2019-12-22,2019-12-28
12662,943,340,262,2024-06-13,2024-06-19
12663,869,338,487,2021-04-20,2021-04-22
12664,997,309,457,2024-02-08,2024-02-16
12665,927,320,383,2020-04-22,2020-04-25
12666,218,339,492,2022-01-13,2022-01-22
12667,243,316,469,2025-03-25,2025-03-26
12668,192,326,298,2023-09-11,2023-09-14
12669,275,349,294,2021-05-05,2021-05-11
12670,553,326,245,2021-03-03,2021-03-09
12671,97,316,233,2019-11-21,2019-11-27
12672,78,308,206,2021-09-02,2021-09-06
12673,616,350,462,2022-01-30,2022-02-06
12674,669,325,372,2024-07-13,2024-07-16
12675,12,304,500,2022-10-11,2022-10-21
12676,430,306,325,2024-08-28,2024-09-02
12677,439,306,414,2025-03-13,2025-03-14
12678,942,337,466,2023-10-03,2023-10-07
12679,668,324,425,2020-01-12,2020-01-15
12680,417,340,395,2020-01-22,2020-01-23
12681,791,304,263,2020-09-10,2020-09-20
12682,76,315,460,2025-05-05,2025-05-08
12683,242,327,267,2024-04-05,2024-04-06
12684,582,349,295,2021-07-29,2021-08-08
12685,5,349,350,2019-11-08,2019-11-11
12686,897,329,330,2022-03-14,2022-03-21
12687,132,301,243,2020-09-09,2020-09-10
12688,185,343,425,2024-05-16,2024-05-20
12689,174,308,391,2023-04-17,2023-04-19
12690,184,311,392,2024-02-16,2024-02-25
12691,528,324,355,2025-09-10,2025-09-17
12692,220,313,257,2022-01-13,2022-01-18
12693,600,336,377,2025-08-30,2025-09-08
12694,108,307,317,2025-02-28,2025-03-04
12695,523,316,436,2020-12-25,2020-12-31
12696,794,318,474,2020-08-11,2020-08-15
12697,930,331,384,2021-10-09,2021-10-18
12698,872,306,474,2021-06-17,2021-06-23
12699,974,342,412,2021-01-25,2021-01-27
12700,3,304,473,2020-02-01,2020-02-09
12701,923,320,223,2022-03-29,2022-04-05
12702,872,313,404,2025-06-09,2025-06-17
12703,362,303,365,2020-05-20,2020-05-24
12704,899,337,395,2024-02-04,2024-02-07
12705,325,316,240,2022-05-05,2022-05-07
12706,98,341,340,2023-06-08,2023-06-09
12707,277,316,405,2020-08-07,2020-08-10
12708,138,318,228,2025-03-15,2025-03-24
12709,909,341,457,2024-12-16,2024-12-18
12710,588,301,243,2020-11-08,2020-11-11
12711,236,313,212,2025-07-16,2025-07-19
12712,114,333,413,2022-10-15,2022-10-23
12713,755,308,242,2023-03-05,2023-03-10
12714,968,336,217,2020-10-16,2020-10-24
12715,402,327,499,2023-04-19,2023-04-27
12716,106,337,470,2022-02-03,2022-02-07
12717,250,341,434,2024-03-07,2024-03-16
12718,757,331,440,2023-08-08,2023-08-16
12719,563,344,279,2025-09-24,2025-09-29
12720,800,338,245,2024-08-11,2024-08-19
12721,878,318,407,2025-07-24,2025-08-03
12722,772,340,240,2021-12-24,2021-12-27
12723,725,337,320,2024-12-27,2024-12-29
12724,938,341,408,2024-01-03,2024-01-13
12725,832,315,310,2022-06-08,2022-06-09
12726,915,316,381,2021-07-25,2021-07-29
12727,905,334,248,2022-09-10,2022-09-16
12728,25,320,368,2024-05-04,2024-05-13
12729,888,337,374,2022-11-10,2022-11-11
12730,436,308,207,2025-03-18,2025-03-28
12731,992,304,460,2020-07-10,2020-07-12
12732,115,329,269,2020-02-07,2020-02-14
12733,967,302,252,2021-01-20,2021-01-24
12734,485,309,367,2019-12-27,2019-12-29
12735,463,321,262,2025-01-01,2025-01-10
12736,391,339,494,2025-01-24,2025-02-02
12737,215,331,308,2025-10-13,2025-10-15
12738,356,320,288,2022-04-21,2022-04-27
12739,390,332,212,2023-07-14,2023-07-17
12740,975,301,311,2022-04-22,2022-04-25
12741,353,330,277,2024-08-08,2024-08-16
12742,710,330,233,2020-10-23,2020-10-24
12743,572,313,222,2024-11-25,2024-12-03
12744,718,350,358,2020-09-17,2020-09-21
12745,430,330,481,2023-09-15,2023-09-17
12746,228,347,496,2021-02-13,2021-02-20
12747,332,347,332,2022-11-08,2022-11-14
12748,588,314,380,2020-12-20,2020-12-21
12749,555,321,372,2024-03-14,2024-03-23
12750,129,347,434,2022-11-02,2022-11-11
12751,352,331,363,2025-03-19,2025-03-29
12752,767,306,414,2023-05-04,2023-05-12
12753,417,336,271,2025-09-21,2025-09-25
12754,104,325,361,2021-03-10,2021-03-20
12755,260,304,310,2024-06-27,2024-07-04
12756,253,336,483,2024-06-23,2024-06-25
12757,102,312,375,2020-08-24,2020-09-02
12758,901,312,489,2024-08-20,2024-08-29
12759,253,345,258,2024-12-01,2024-12-09
12760,957,331,281,2024-02-02,2024-02-12
12761,246,324,425,2021-08-07,2021-08-14
12762,959,323,431,2019-10-29,2019-11-04
12763,280,334,221,2025-08-26,2025-08-31
12764,342,341,495,2024-07-11,2024-07-15
12765,852,333,296,2024-06-28,2024-07-05
12766,748,325,490,2021-09-22,2021-09-25
12767,462,349,309,2025-09-30,2025-10-07
12768,591,321,397,2020-02-26,2020-02-27
12769,463,316,435,2024-05-15,2024-05-16
12770,192,320,443,2023-02-21,2023-02-22
12771,343,309,479,2024-09-10,2024-09-17
12772,18,328,424,2020-03-15,2020-03-24
12773,830,328,492,2019-12-02,2019-12-07
12774,190,314,316,2022-10-20,2022-10-25
12775,200,319,428,2022-04-02,2022-04-12
12776,541,308,209,2021-08-12,2021-08-20
12777,765,349,416,2022-11-03,2022-11-07
12778,909,317,403,2021-10-02,2021-10-12
12779,658,349,350,2021-04-09,2021-04-16
12780,266,344,244,2020-03-26,2020-03-29
12781,292,338,411,2022-05-04,2022-05-14
12782,836,341,281,2024-10-07,2024-10-11
12783,113,306,474,2022-08-07,2022-08-08
12784,911,347,408,2023-02-05,2023-02-07
12785,801,308,209,2024-07-30,2024-08-02
12786,797,301,311,2023-11-27,2023-11-30
12787,17,307,321,2020-03-15,2020-03-25
12788,719,308,209,2024-07-09,2024-07-10
12789,197,309,378,2020-05-26,2020-06-03
12790,664,338,384,2021-03-26,2021-03-27
12791,29,332,327,2022-09-10,2022-09-14
12792,445,319,460,2023-05-06,2023-05-10
12793,713,347,484,2020-09-13,2020-09-22
12794,244,313,427,2022-09-25,2022-10-05
12795,624,347,411,2024-05-16,2024-05-21
12796,865,334,477,2023-08-17,2023-08-27
12797,41,315,355,2020-06-20,2020-06-22
12798,993,302,277,2023-12-29,2024-01-04
12799,616,321,422,2025-01-25,2025-02-03
12800,162,309,367,2020-02-29,2020-03-05
12801,334,305,482,2020-09-23,2020-09-30
12802,946,343,224,2020-08-11,2020-08-18
12803,828,326,486,2024-04-04,2024-04-05
12804,456,329,326,2021-05-04,2021-05-05
12805,859,345,258,2024-04-30,2024-05-10
12806,93,332,427,2023-02-21,2023-02-26
12807,348,312,430,2025-04-21,2025-04-23
12808,79,308,347,2023-03-12,2023-03-15
12809,252,326,440,2020-12-17,2020-12-21
12810,532,302,262,2024-04-16,2024-04-20
12811,862,313,312,2021-11-13,2021-11-18
12812,962,316,372,2021-02-06,2021-02-10
12813,854,315,460,2021-05-30,2021-06-09
12814,422,318,474,2025-05-09,2025-05-14
12815,367,327,499,2025-08-14,2025-08-19
12816,446,305,472,2021-02-27,2021-03-08
12817,714,337,227,2022-01-16,2022-01-19
12818,494,338,472,2021-01-04,2021-01-12
12819,264,311,296,2021-09-04,2021-09-07
12820,790,310,494,2022-01-18,2022-01-24
12821,783,320,483,2022-03-09,2022-03-18
12822,190,325,361,2022-08-12,2022-08-21
12823,13,322,285,2025-02-17,2025-02-26
12824,475,341,486,2019-11-13,2019-11-21
12825,52,332,221,2022-06-02,2022-06-10
12826,928,347,332,2022-07-20,2022-07-25
12827,321,309,322,2025-06-09,2025-06-12
12828,239,330,316,2022-05-26,2022-06-05
12829,987,321,326,2024-09-12,2024-09-16
12830,8,317,305,2024-10-18,2024-10-27
12831,671,332,286,2024-08-09,2024-08-13
12832,852,302,334,2021-01-03,2021-01-10
12833,312,336,373,2024-06-16,2024-06-21
12834,288,302,313,2023-04-06,2023-04-11
12835,132,311,344,2024-01-01,2024-01-07
12836,775,323,359,2024-12-13,2024-12-16
12837,746,322,434,2024-02-27,2024-03-05
12838,382,343,307,2020-03-23,2020-03-30
12839,163,335,410,2019-10-30,2019-11-07
12840,804,329,387,2025-05-19,2025-05-23
12841,607,314,453,2019-10-30,2019-11-06
12842,458,323,415,2022-02-09,2022-02-15
12843,987,348,421,2022-01-12,2022-01-16
12844,859,347,440,2025-07-19,2025-07-23
12845,669,330,395,2020-07-31,2020-08-02
12846,233,304,246,2025-05-22,2025-05-29
12847,92,347,487,2023-09-05,2023-09-08
12848,213,321,320,2024-08-03,2024-08-10
12849,183,321,397,2023-08-31,2023-09-03
12850,228,337,372,2022-12-25,2023-01-01
12851,247,339,403,2025-02-27,2025-03-06
12852,430,305,340,2019-11-14,2019-11-22
12853,794,301,292,2022-01-05,2022-01-07
12854,999,318,228,2025-05-19,2025-05-23
12855,56,310,296,2022-04-23,2022-04-24
12856,453,318,474,2024-12-25,2025-01-04
12857,591,345,300,2020-08-23,2020-08-24
12858,938,311,234,2024-02-12,2024-02-20
12859,344,341,455,2022-01-05,2022-01-11
12860,641,349,342,2021-10-09,2021-10-17
12861,542,318,474,2023-02-08,2023-02-15
12862,386,333,403,2022-07-27,2022-08-06
12863,43,319,307,2025-06-17,2025-06-18
12864,458,324,432,2021-01-21,2021-01-27
12865,409,343,355,2024-01-20,2024-01-28
12866,241,342,235,2023-12-08,2023-12-10
12867,67,301,442,2025-09-11,2025-09-20
12868,664,302,338,2021-10-15,2021-10-22
12869,916,338,495,2022-01-11,2022-01-19
12870,367,342,271,2021-12-28,2022-01-01
12871,922,348,318,2020-04-05,2020-04-08
12872,178,302,247,2024-04-13,2024-04-16
12873,867,319,432,2024-12-27,2025-01-01
12874,156,320,443,2020-11-23,2020-11-24
12875,501,345,276,2025-08-02,2025-08-04
12876,626,307,459,2020-02-01,2020-02-05
12877,322,328,305,2022-07-29,2022-07-31
12878,419,311,317,2024-09-02,2024-09-03
12879,172,308,459,2024-11-01,2024-11-08
12880,84,323,289,2023-08-29,2023-09-01
12881,603,327,267,2020-03-01,2020-03-09
12882,471,312,478,2020-07-16,2020-07-18
12883,288,321,436,2021-01-20,2021-01-23
12884,267,304,214,2024-09-16,2024-09-25
12885,34,331,390,2025-08-25,2025-09-02
12886,124,350,418,2024-03-04,2024-03-11
12887,816,348,251,2021-07-21,2021-07-27
12888,433,332,264,2022-09-10,2022-09-14
12889,635,302,338,2022-06-24,2022-06-25
12890,565,342,377,2025-04-04,2025-04-10
12891,810,321,470,2025-08-22,2025-08-27
12892,982,323,452,2022-09-24,2022-09-26
12893,489,342,271,2025-02-19,2025-02-21
12894,242,338,479,2024-01-24,2024-01-28
12895,723,333,305,2021-11-26,2021-12-01
12896,513,320,299,2023-09-27,2023-10-03
12897,712,320,271,2022-08-16,2022-08-21
12898,357,302,397,2025-02-21,2025-03-02
12899,509,338,450,2021-01-11,2021-01-17
12900,969,310,492,2021-06-16,2021-06-25
12901,199,306,420,2025-04-21,2025-04-26
12902,496,317,344,2021-07-21,2021-07-29
12903,217,340,265,2023-03-22,2023-03-25
12904,392,304,473,2020-07-29,2020-08-06
12905,94,307,305,2024-01-20,2024-01-24
12906,759,304,246,2020-09-17,2020-09-20
12907,2,332,445,2024-12-14,2024-12-22
12908,486,316,437,2025-04-26,2025-05-02
12909,575,333,239,2024-07-13,2024-07-20
12910,628,339,424,2020-09-03,2020-09-13
12911,758,343,246,2023-08-04,2023-08-11
12912,890,344,283,2023-04-08,2023-04-10
12913,551,333,317,2025-06-05,2025-06-09
12914,801,320,271,2019-10-27,2019-10-31
12915,139,340,435,2024-07-31,2024-08-02
12916,398,306,420,2024-01-20,2024-01-21
12917,288,350,476,2020-02-21,2020-02-24
12918,342,311,347,2021-07-12,2021-07-20
12919,120,326,440,2022-03-30,2022-04-08
12920,977,323,458,2020-01-21,2020-01-22
12921,98,310,303,2021-04-17,2021-04-19
12922,204,303,468,2022-06-27,2022-06-30
12923,260,319,306,2020-09-23,2020-10-01
12924,749,313,219,2020-12-20,2020-12-25
12925,6,305,450,2021-10-10,2021-10-18
12926,904,303,498,2021-05-19,2021-05-29
12927,393,350,465,2020-09-30,2020-10-08
12928,160,319,460,2021-04-11,2021-04-17
12929,251,301,232,2023-11-20,2023-11-27
12930,613,345,342,2020-02-26,2020-03-03
12931,296,330,469,2023-12-27,2023-12-28
12932,402,307,492,2023-09-23,2023-10-03
12933,47,336,231,2023-05-31,2023-06-04
12934,607,315,307,2024-01-07,2024-01-09
12935,221,301,388,2020-11-05,2020-11-07
12936,508,344,203,2024-11-24,2024-11-29
12937,827,349,300,2022-03-07,2022-03-12
12938,76,319,473,2022-04-18,2022-04-20
12939,910,309,367,2021-09-15,2021-09-20
12940,438,314,334,2021-01-31,2021-02-07
12941,255,318,420,2022-10-29,2022-11-06
12942,517,326,298,2022-12-05,2022-12-10
12943,960,314,369,2024-02-16,2024-02-21
12944,45,333,242,2025-09-03,2025-09-12
12945,559,326,362,2020-01-19,2020-01-28
12946,559,310,207,2022-02-06,2022-02-15
12947,820,320,373,2020-11-02,2020-11-03
12948,561,347,366,2021-06-18,2021-06-23
12949,543,316,227,2020-02-18,2020-02-22
12950,288,337,490,2020-09-10,2020-09-16
12951,493,326,496,2022-11-11,2022-11-15
12952,47,314,277,2025-06-10,2025-06-15
12953,920,340,361,2025-03-05,2025-03-15
12954,698,346,220,2022-09-07,2022-09-08
12955,873,323,415,2022-07-20,2022-07-27
12956,777,306,491,2021-04-05,2021-04-06
12957,907,302,405,2020-03-02,2020-03-12
12958,712,311,206,2023-02-27,2023-03-02
12959,278,338,249,2020-07-24,2020-07-29
12960,883,312,279,2020-03-22,2020-03-27
12961,523,327,315,2020-12-12,2020-12-17
12962,383,322,362,2025-06-25,2025-06-27
12963,695,303,404,2023-02-24,2023-03-02
12964,622,324,214,2021-02-12,2021-02-15
12965,385,346,422,2024-04-02,2024-04-04
12966,884,335,411,2023-12-26,2023-12-28
12967,926,331,363,2023-05-03,2023-05-06
12968,523,306,414,2022-11-30,2022-12-02
12969,527,347,285,2020-10-20,2020-10-21
12970,818,332,485,2022-05-09,2022-05-18
12971,859,319,307,2021-09-11,2021-09-15
12972,145,348,433,2021-09-28,2021-10-07
12973,175,331,362,2020-11-20,2020-11-26
12974,713,307,218,2022-08-31,2022-09-02
12975,800,347,366,2024-10-22,2024-10-30
12976,855,340,247,2024-10-28,2024-11-02
12977,642,323,386,2024-08-08,2024-08-16
12978,754,335,486,2022-12-31,2023-01-05
12979,547,319,500,2024-07-29,2024-08-03
12980,581,316,227,2022-08-15,2022-08-19
12981,847,305,245,2022-11-04,2022-11-09
12982,588,305,332,2023-09-12,2023-09-15
12983,263,305,472,2024-09-22,2024-09-28
12984,404,336,377,2024-10-14,2024-10-21
12985,651,310,230,2022-03-28,2022-04-07
12986,661,322,367,2024-05-06,2024-05-10
12987,865,314,361,2023-06-24,2023-06-26
12988,123,313,461,2025-05-29,2025-06-04
12989,91,340,297,2019-11-19,2019-11-21
12990,871,349,343,2021-06-02,2021-06-11
12991,651,328,321,2020-02-23,2020-02-27
12992,578,334,335,2021-08-03,2021-08-11
12993,575,304,355,2021-10-06,2021-10-11
12994,688,325,369,2023-09-16,2023-09-18
12995,330,323,254,2021-12-13,2021-12-14
12996,255,312,319,2024-02-05,2024-02-06
12997,617,301,243,2021-05-11,2021-05-19
12998,726,321,227,2024-05-22,2024-05-24
12999,658,333,446,2020-06-19,2020-06-23
13000,705,319,409,2025-01-28,2025-01-31
13001,340,326,249,2023-11-20,2023-11-25
13002,42,327,499,2020-06-16,2020-06-19
13003,362,329,220,2021-06-18,2021-06-28
13004,153,332,461,2023-06-15,2023-06-18
13005,619,323,359,2020-03-25,2020-04-03
13006,888,303,461,2024-09-15,2024-09-17
13007,438,316,422,2020-04-17,2020-04-22
